"","eHCC-1","eHCC-2","eHCC-3","eHCC-4","eHCC-5","eHCC-6","eHCC-7","eHCC-8","eHCC-9","eHCC-10","eHCC-11","eHCC-12","eHCC-13","eHCC-14"
"CUTA",11.30868207,11.61847188,11.49418533,11.64731336,11.68838468,11.59771827,12.08994519,11.74171511,11.31563832,11.52545704,11.59414803,11.35869823,11.40801525,11.09748121
"CUX2",8.41646097,8.471764412,8.148172465,9.043019438,9.506231106,8.335018028,9.545583506,7.185924557,8.423140104,8.165249114,7.861169994,7.53478344,8.86832806,7.569241672
"CXCL12",7.056224692,10.89245766,9.181626595,8.965990211,9.773345235,9.556273221,8.772044794,8.689879372,10.71458291,9.565539369,9.515079597,9.027006759,9.597497343,9.621181215
"CXCL14",4.814653098,8.286193656,5.444869731,5.840627423,8.031170711,8.149365463,5.057643576,5.559453518,7.997908773,6.408036465,6.02095038,5.770639416,7.754061621,6.000372816
"CXCL2",8.856447558,10.11042737,10.34351871,9.757738511,10.26618982,10.08487693,10.31587028,9.349166055,9.297302906,10.19748869,10.34608255,9.85869271,10.67382314,9.420255168
"CYGB",8.024673131,9.037917709,7.343487468,7.677111803,8.685883364,8.335447544,7.582380056,6.68592452,8.537319822,8.748954428,7.778645176,8.590595293,8.238328186,8.060383804
"CYP1A2",7.280627051,12.92430981,8.64834507,10.89123746,9.933966094,10.57408616,4.795000145,8.398724988,11.21372457,9.598815413,10.72491558,6.298494838,11.35347994,10.92930934
"CYP26A1",4.722878334,8.221055479,7.481385108,5.727633524,9.481452251,7.03758925,8.931997153,6.428267756,7.341892099,9.716281745,9.033703912,7.583518623,7.349267877,5.934989694
"CYP2A6",6.797605928,10.64506245,11.5199346,10.34351871,12.13060661,11.61107862,9.861628059,5.213843957,8.548161585,8.004638912,8.863313317,9.711009443,9.215545539,7.794399041
"CYP2A7",11.69978416,8.30332619,9.964347596,9.845217245,10.9367143,11.24978443,9.458408719,7.105563297,6.563940083,6.462464768,8.518254509,9.379217586,8.503180521,7.920452585
"CYP2B6",7.484997945,5.637731217,6.591817416,7.079913237,7.116821957,6.492304219,6.312999618,5.522477482,5.239089957,6.515350055,6.634540841,5.382855113,7.155555355,6.008063093
"CYP2C19",6.108697979,8.322446189,5.867111954,5.712848773,6.292328108,6.554470074,5.225243818,5.719502967,5.207746507,6.070707897,5.955178312,5.767594234,6.685316009,6.210351638
"CYP2C8",13.95496394,14.22024154,13.73591776,14.12361439,14.39368931,14.02956106,12.72829716,12.96726672,13.40020405,13.53843449,13.39444557,13.30631135,14.33553286,13.73034972
"CYP2C9",11.83139903,13.62633342,12.90515732,13.81116187,13.22150455,12.59637904,7.712085007,11.83711681,12.49219165,12.84542045,12.72121247,11.85501105,13.59583298,12.4895645
"CYP2J2",12.43862163,11.97705315,11.95738033,12.01759687,12.08510184,11.86323076,11.50454284,12.29356131,11.48291252,11.77591712,11.83711681,11.24835858,12.30633688,10.83787404
"CYP2R1",8.27963184,7.172932636,7.471846623,7.068971952,7.274396882,7.488941929,8.228896504,7.029480019,6.933625992,7.101798821,7.189624415,7.566729646,7.285329911,7.18695558
"CYP39A1",5.961861408,8.811367895,7.124222172,7.703590158,7.84310738,7.148629032,7.574599024,5.847104124,7.739288955,7.434957768,7.044553579,6.300502824,8.800783353,6.835080631
"CYP4F12",8.949912237,9.909226538,10.08098373,9.796098219,11.02741006,9.921997611,8.572942167,9.551112466,8.279991873,9.716957364,10.2439689,9.179482896,10.87428423,9.570752928
"CYP4F3",4.579103413,4.600183433,4.542368077,4.449532384,4.501748741,4.541553094,4.560511107,4.478835864,4.574581356,4.457501388,4.558103547,4.540438928,4.542357948,4.542357948
"CYP8B1",13.18503779,12.14082165,12.54880496,12.57090105,13.29173015,13.50109383,13.01431451,12.69741312,11.68838468,12.52414736,13.26781522,11.74550163,12.61630571,12.13309471
"DACH1",4.646607676,6.377550152,5.631483942,5.924917125,6.248948647,6.657424477,4.662108348,4.757802165,6.538770397,5.002552156,5.558219543,5.717720055,6.147376175,5.370616593
"DAP3",10.44966816,10.03463387,10.24833436,10.1800848,9.321453402,9.302383885,10.42242831,9.4821293,10.19748869,10.06895432,9.364340565,9.809235041,9.785296339,10.02431948
"DBF4",4.822739425,4.549410124,4.64253569,4.645533274,4.773858525,4.506558066,4.672020542,4.554291124,4.511493613,4.909227087,4.510319984,4.593969172,4.777900988,4.653245594
"DCAF11",9.122091306,8.753488713,9.320155857,9.208269873,9.691610377,9.726205723,9.900359265,8.866443414,8.745040372,9.426455488,9.536546728,8.690387781,9.067593834,9.265917667
"DCAF12",8.497727316,8.214660684,8.506321705,8.536869759,8.614488873,8.404553338,8.618038339,8.451001262,8.682091339,8.454549264,8.594185053,8.300725234,8.579676806,8.615322794
"DCAF13",5.235482567,4.939921184,4.867914342,4.656837535,4.603977537,4.640961275,4.675075162,4.890842291,4.93302489,4.855586842,4.666872607,5.016027964,5.119156384,4.719779092
"DCAF7",8.860802712,8.439858028,8.553175802,8.432126934,8.855521136,8.249445385,8.18846478,8.466834178,8.55449422,8.549050513,8.977870171,8.789741288,8.541465336,8.660660871
"DCK",6.538476609,6.901792817,6.92539811,6.784747432,5.652625541,5.317255719,7.415952757,7.000873114,7.29835547,6.964549848,7.121576141,7.094024152,6.471649954,6.887721743
"DCN",10.08873408,13.34408219,11.87653757,11.91327806,12.56768346,12.69027383,11.07835946,10.98491324,13.6203222,11.76519759,11.92407519,13.13246103,12.31689058,13.02751146
"DCTN2",10.22048375,9.899637984,10.33898273,10.21361525,9.871334055,10.27071949,10.21176752,10.40970013,10.44768535,10.2766219,10.12979794,10.45626757,9.826464597,10.42352236
"DCTPP1",8.404553338,8.902797675,8.11961628,8.577305269,8.142470882,8.546019767,9.30019769,8.862835391,8.490523999,8.97584973,8.105926692,8.466834178,8.430500624,7.792146352
"DCUN1D3",8.792132629,8.307885617,8.546019767,8.55402691,9.002488599,9.309011542,8.60281441,8.760213716,8.267305798,7.701824525,8.34545371,8.480923209,8.17446766,8.327406034
"DDB2",5.404048846,5.320299289,4.709959134,5.492771642,6.192018423,4.991046521,4.992915518,4.774786747,5.174164586,5.999343117,4.896224595,5.185291468,4.741079731,4.927030504
"DDX20",5.081588762,4.78241242,5.075970512,4.92458204,4.835781342,4.594673939,4.86032147,4.525200755,5.029150568,4.693530308,4.759094758,4.860367057,4.773616191,4.837343636
"DDX39A",9.346157852,9.212806702,9.247106713,9.678600068,8.939925518,9.690360142,9.591288442,9.440434487,9.411197913,9.333189088,9.554340771,10.02113475,9.190552168,9.744511995
"DDX46",6.598068675,7.132706946,7.269406589,7.189624415,7.222388669,6.93751777,7.218347681,6.725413001,7.260448599,6.811905823,7.408798314,7.368090778,7.480352755,7.239982065
"DDX50",7.739642147,7.891018716,7.418478359,7.489637587,7.750403747,7.599662952,7.206704138,7.316093549,7.830796688,7.678522544,7.635501926,7.580883731,7.56114601,7.471137525
"DDX55",7.798489748,8.011412512,7.672286604,8.083966456,8.651445884,8.702133253,6.952384906,8.206884051,7.640605535,8.352895427,8.125769412,8.34502823,8.243684929,8.059205718
"DDX56",9.534083624,9.0233538,9.330770173,9.9495751,9.658588252,9.978661238,9.17997179,9.350855763,9.240767688,9.49355499,9.291285751,9.252114315,9.527913755,9.523725243
"DEFB1",14.74381914,12.52414736,10.16733978,9.5629169,11.13992404,12.10744424,4.892691566,11.7178311,13.97882553,13.4729292,12.83143157,13.46716033,6.903947892,13.32512952
"DEK",8.397939194,8.504979375,8.203160429,8.458192448,8.210090648,7.977030289,8.129679226,8.422696037,8.290415469,8.335018028,7.963125065,8.312924579,8.244790294,8.012637419
"DENND5A",8.98149584,9.322588064,9.250319131,9.116124964,9.181159017,9.169425621,9.121521285,9.133375226,9.543946726,9.296775915,9.561593822,9.820487673,9.089380886,9.37525615
"DENR",9.382287179,8.985136266,9.193551152,9.57209365,9.681987794,9.857186517,8.732427745,9.575257746,9.459709424,9.534594678,9.663738774,9.658588252,9.379796177,9.441069561
"DEPDC1B",4.552757512,4.966119001,4.861174588,4.509381558,4.768584784,4.871987799,5.204266181,4.674305318,4.929063082,4.930530754,5.109371274,5.310851572,4.646114234,4.813221375
"DEPDC7",7.743609904,8.22552518,7.947345234,8.387421582,7.933677703,8.108395912,7.543631352,7.984918227,7.646443474,8.481396871,8.390724813,7.858417784,8.917059517,7.825921894
"DESI2",8.048991743,7.873528784,8.271092263,8.601169285,8.082339024,7.709229541,8.112883267,7.74999271,8.430500624,8.340614057,8.282328481,8.386977066,7.665353976,8.311339715
"DFFA",7.820676706,7.664273906,7.588161681,7.349627583,8.076654858,8.126195789,7.913610952,7.343487468,7.37416925,7.109223049,7.023539179,7.017097941,7.57565795,7.497502896
"DGKQ",7.265487321,7.325552034,7.478340269,7.735832233,7.294816901,7.635894396,7.352641785,7.084315916,7.146382671,7.70252652,7.558058124,7.602596547,7.344479356,7.810495423
"DGKZ",6.819238012,9.626860344,8.363889599,8.838885786,7.978632273,7.320180289,9.226106261,7.473616429,10.43151787,9.186075557,9.168852612,9.898029152,7.817714514,9.369457945
"DHODH",6.99088957,7.305166849,7.632568089,8.302904925,6.357333797,6.725062001,7.397793796,7.290751579,6.566188649,7.073516307,7.489263941,6.529692322,7.277954009,6.734558067
"DHX16",8.549452929,8.748954428,8.744175517,8.844915115,8.924399915,9.208269873,8.771099424,8.411573464,8.557745536,9.100983359,9.091388843,9.126008424,9.115582942,8.802688391
"DHX30",8.772515355,8.601584238,8.663704704,8.911067036,8.627271985,8.753488713,8.493071327,8.408940718,8.151398826,8.402199882,8.703997795,8.262344834,8.735411043,8.491388729
"DHX35",7.127282462,7.314489362,7.002834538,7.258448102,7.901283944,7.169973107,7.080201854,7.019112737,7.183169498,7.332102532,7.538907611,7.235421351,7.282965066,7.279255956
"DHX57",4.864759184,4.89317866,4.867588758,4.908057982,5.29328753,5.490560259,4.911970942,5.064136148,5.08185273,4.782381625,5.234014927,5.319713386,4.90302553,5.703792215
"DHX9",6.551135512,6.687266236,6.36686884,6.985390664,6.330746743,6.043633764,6.977292411,6.721348497,7.126908296,7.525413618,6.674236162,6.764011184,6.198993287,6.457082175
"DIMT1",8.96749749,9.135653903,8.725791812,8.917059517,9.240234101,8.898048723,9.068124272,9.120942596,8.992390068,8.840848898,9.152512008,9.101550091,9.465184252,8.889612343
"DIRAS3",5.339453276,5.79749091,6.032381618,6.811603338,7.028560463,5.183686807,7.702171819,4.844609796,5.113882455,5.058329849,5.218208161,5.521688403,6.764306432,5.019242166
"DISP1",7.043960995,7.41670361,7.301774236,7.836801784,7.774808558,7.47903715,6.572521499,6.934953173,8.016949376,7.690262203,7.191212833,7.214084393,7.871925545,8.061996525
"DKC1",8.630553535,8.804211815,8.279180355,9.121521285,8.814453327,8.85737216,9.147683205,8.812376975,8.762549137,9.130992891,8.748954428,9.16826076,8.852157497,8.636049145
"DLEU2",4.93475146,5.042404991,5.087639522,4.884198098,4.975800575,4.57473205,6.119447946,4.784396523,5.207993516,4.746306705,4.948950082,5.383548263,5.045977857,4.81756072
"DLG5",4.518781305,4.558373449,4.827125762,4.660317973,4.526358366,4.569091247,4.739818497,4.596157353,4.684281264,4.540535398,4.754726516,4.527469306,4.51781056,4.496799617
"DLGAP5",5.383709683,5.475151919,5.562736158,4.701787628,5.14681898,5.396869549,6.037103128,5.112375336,5.531744856,5.300126693,5.829416405,5.192317704,4.815405713,4.841253756
"DMGDH",10.2017349,9.782539269,10.17042961,10.25515928,10.74597314,9.67331702,10.32137183,10.54303899,9.457876455,10.32801964,10.77709231,8.662290342,9.827124477,8.790777241
"DNA2",6.118592627,5.870899111,5.909406259,6.049268583,6.354518683,6.561235944,5.710188597,6.065440762,5.685751434,6.013888542,6.252267584,5.730942628,5.993673142,6.440776247
"DNAH14",4.847066689,4.914908588,5.040890201,4.88974173,4.889327504,4.794468415,4.935755986,5.017062536,4.793290403,4.806532362,5.238943446,4.953364008,4.765036067,4.979669059
"DNAJC14",6.871557212,6.203710602,6.621731233,6.571396359,6.699725837,5.599282478,6.787147398,6.168967092,6.591817416,6.539040108,6.760027104,6.296583834,6.452391231,6.324113681
"DNAJC2",5.118235512,4.650216195,4.470690163,4.482312497,4.414503472,4.373025296,4.332925226,4.398061911,4.47905164,4.793973612,4.507806518,4.585382393,4.49864296,4.70125714
"DNAJC25",8.812376975,8.459054526,8.561388594,8.728121676,9.289098906,8.284874058,9.624361167,8.744175517,8.440716761,8.883628879,8.775813638,7.850751046,9.240234101,8.110887664
"DNAJC5",6.818299663,6.24359416,6.575160787,6.860223217,6.671799141,6.531127363,6.215593845,6.694934476,5.927463009,6.323854938,6.590981558,6.288879878,6.129245239,6.622566203
"DNAJC6",4.905009626,4.573001029,4.76562797,4.765827977,4.581566697,4.622814859,4.810689136,4.730908761,4.684803958,4.755297609,4.46478358,4.63581288,4.72815227,4.856197455
"DNAJC7",6.759698969,7.58572647,7.615176127,7.920819745,7.565935191,7.636693998,7.482078024,7.568103702,7.71458417,7.871108617,7.75613966,7.741372736,7.841992438,8.254616485
"DNAJC9",8.735411043,8.379592543,8.398292464,8.75779916,8.535980985,8.714719522,8.483980522,8.696888089,8.671092359,8.80128757,8.468662522,9.037462732,8.779833118,8.540493693
"DNALI1",6.595537252,8.291836137,8.408466072,9.056780968,7.71277636,8.788271967,7.660180177,7.369740625,8.214171963,9.43981511,7.613802273,8.542376613,8.004638912,7.836000296
"DNASE1L3",9.753644541,10.70636267,9.757057951,10.56107612,11.50088269,11.65894472,10.56529639,10.47125783,10.44858643,11.03845404,11.72779121,9.848003638,11.45897433,10.2542251
"DNM1L",7.345527306,7.320180289,7.514569955,7.731877441,6.764306432,6.95472302,7.505097775,7.493722493,7.144075852,7.711750543,7.047227958,7.448546086,6.891776485,6.955914838
"DNMT1",9.556273221,9.558188081,9.59628788,9.547498101,9.497239616,10.09042297,9.977940511,9.54450086,10.20332724,9.78188802,9.839216374,10.52507956,9.683300385,9.802270612
"DNMT3A",4.932085437,4.740204855,4.763278449,4.686027614,4.83015716,4.821065688,4.746660328,4.810478527,5.178513309,4.763201414,5.374340177,4.977523378,4.763943631,4.999031544
"DOCK5",5.995887738,5.65699392,5.965971559,4.702955488,6.328771869,7.128945583,6.164813521,6.177164579,5.373358732,5.79558979,5.781892027,5.868839016,5.890866278,5.74285264
"DONSON",6.651400204,7.004467576,6.484902811,6.697168465,6.961408258,6.608702369,7.599662952,6.311048207,6.427227895,7.247654551,7.246217495,6.612395047,7.087918795,6.315551565
"DPCD",6.067532205,6.667639647,6.365173435,6.614761197,6.289751231,6.708541703,6.2342497,6.75879679,6.518163511,7.245843644,7.055285265,6.714291061,6.553837376,6.588587773
"DPF1",5.138696131,4.622946325,5.024428886,4.655729965,4.787126384,4.864795779,4.944357371,4.835487343,4.56742125,4.854867422,4.924472281,4.850999189,4.786433608,4.665494928
"DPF2",8.456455436,8.59289709,8.370395696,8.90384291,8.480043139,8.48871953,8.572002008,8.420013592,8.55402691,8.720284253,8.52383474,8.659171092,8.265689973,8.362656119
"DPF3",5.10659854,4.887661005,4.564953486,4.949437474,4.795118555,5.079181798,4.617780494,5.013765766,5.079274277,4.774960665,4.942660847,4.775901278,4.626334151,4.782328847
"DPM2",8.312175663,7.339504314,7.408091978,6.940007013,7.619152856,8.015707595,8.109248404,8.098780961,7.199963713,7.132327704,7.306797826,7.132327704,7.52274867,6.920494918
"DPM3",8.99697156,10.10806281,10.28814477,9.997311034,9.607157445,9.366621174,10.25927583,10.05912234,10.00125782,9.876538238,9.404301842,9.303022514,9.263267297,9.267055048
"DPP8",7.166672393,7.059344663,7.532044547,7.325876385,7.498919645,7.258448102,7.184859456,7.182832828,7.409235425,7.326827819,7.620610941,7.543321129,7.371907037,7.512487094
"DPY30",9.818234928,9.957049029,9.960182209,9.86648342,9.629389757,9.100983359,10.27329989,10.54590695,10.19512483,10.05422248,9.566846314,9.53093316,9.739517254,8.617152208
"DR1",6.322158225,6.229699543,6.000098696,5.994181098,5.678850973,5.52303263,6.365736012,6.001447682,6.305238652,5.391692273,6.18519043,6.128386909,6.126496595,5.698586662
"DRG1",9.295656752,9.679317979,9.11982675,9.743038585,8.728121676,8.770193333,9.770191776,9.442357259,9.594902293,9.616632873,8.863840426,9.166050642,9.257784598,8.85511345
"DROSHA",7.461288097,7.083713483,7.417364946,7.566329009,7.477658444,7.252404188,7.087616587,7.272980637,7.569241672,7.811646215,7.223047956,7.203121983,7.489976673,7.562729218
"DSE",6.706111879,8.411573464,7.688882202,7.290751579,7.856270839,7.637799941,7.510015343,7.253031263,8.658185848,7.294816901,7.322164917,8.606050819,7.917149858,8.281529777
"DSN1",6.471976276,6.366005518,6.145848572,6.290313285,6.452963172,6.869175031,7.342817553,6.521412188,6.32186519,7.005153449,6.479025173,5.965465413,6.373789501,6.176084512
"DSTYK",7.303418789,7.342202079,7.714257886,7.565935191,7.008740924,6.880567289,6.978340341,6.902093778,7.459789968,7.1446468,7.110617927,7.406090496,6.637239229,7.589492833
"DTL",4.946998568,4.982707543,4.94618109,4.855334919,5.151444729,5.720411211,5.762481447,5.326962129,5.101484892,5.524661093,5.148892875,4.927518035,5.224838121,4.999731875
"DTX1",6.529949736,5.995396322,6.357948871,7.158478627,7.223047956,7.533771184,5.755773722,6.233995768,5.513336087,6.502146223,7.297987002,7.021078106,6.893654488,5.92942716
"DTYMK",8.064675234,7.507192193,7.445361977,7.223378299,6.912337939,6.707984466,8.882001939,8.074664675,7.286075668,8.25131998,7.081431013,7.483154755,7.744637516,6.59404393
"DUS4L",8.158383833,6.578350856,7.216024574,7.168312428,7.424061104,7.2648484,7.924986685,7.127282462,7.143121966,6.625019619,6.856886749,6.745768279,7.798489748,6.79854762
"DUSP1",12.71092728,12.48653467,12.90898364,12.46720994,13.34408219,13.32023584,11.62452628,12.5579393,13.22602179,12.68048571,13.90982983,13.01431451,14.26076236,13.24494061
