"","LDN-1","LDN-2","LDN-3","LDN-4","LDN-5","LDN-6","LDN-7","LDN-8","LDN-9","LDN-10","LDN-11"
"DUS4L",7.101798821,6.911774075,7.131979272,6.841156134,7.015859826,7.026977796,6.956525499,6.640749412,6.425543853,6.849609055,6.153596855
"DUSP1",12.7415826,13.48980568,12.61960132,13.39444557,12.94705689,13.21733076,12.7415826,12.91303593,12.63221037,12.24545397,11.43362634
"DUSP12",8.175317266,8.095117011,8.19339521,8.107982548,8.436296439,8.525978378,8.281131872,8.17854483,7.975867556,8.30032459,8.273455315
"DUSP6",9.309540335,7.567808383,7.503216252,7.833400073,7.523692722,9.787482799,8.997411082,8.428916371,8.120710801,8.687847505,8.004255192
"DUSP9",4.679510773,4.410109676,4.845200836,4.684485624,4.468942277,4.544423207,4.475238179,4.584709294,4.784353343,4.631348534,4.464811507
"DUT",6.929201285,6.916052653,7.067377547,6.564813075,6.679978278,7.099266843,6.703915887,6.534596493,6.660699281,6.873058505,6.839235714
"DVL1",5.462726505,5.67278431,5.252180085,5.893240069,6.02888852,5.431553205,5.603063133,5.843518949,6.181860825,5.225479735,5.782412921
"DVL2",6.981541518,6.412422399,6.531714585,6.324113681,6.474819739,6.121051895,6.621731233,6.2822568,6.432204211,6.261283193,6.326102867
"DVL3",8.044943113,7.662787565,7.822401313,7.641281744,7.722581495,7.985597027,7.792146352,7.721796035,7.701114575,7.663863917,7.620610941
"DYM",8.790777241,9.548733425,8.883628879,8.978979469,9.207103683,8.377867169,8.808900062,8.956016088,8.843879333,8.877351711,9.892745091
"DYNC1H1",9.199075769,8.810365686,8.659705058,8.924399915,8.797834303,8.987268612,8.698693736,8.599823115,8.748399743,8.865385,8.965480414
"DYNC1I2",8.751937279,9.176269826,8.510833024,8.655983127,9.080621178,8.81771848,8.284874058,9.233806546,9.106473093,8.884092558,8.954496608
"DYNLL1",10.87591402,11.36718167,10.81020278,10.39525793,10.6547996,10.61923232,10.35242889,11.24328344,11.07706695,10.80884226,10.94500039
"DYRK2",8.142470882,7.615535923,7.474990284,7.35976835,8.103900544,7.721412423,7.79319667,7.140298183,7.378211168,7.03695757,7.564194717
"E2F1",4.655487513,4.892449222,4.45289568,4.762660769,4.659952096,4.780540844,4.921441105,4.963439839,4.725196037,4.425914799,4.914550299
"E2F2",5.22562072,4.815235803,4.866176791,5.284221256,4.984069176,5.00305459,5.235334574,5.057643576,4.940503081,5.696778684,4.651878008
"E2F3",7.658067858,7.979433144,8.122323285,7.399147806,7.888909427,7.841688228,7.863155817,8.128520484,7.751138259,7.775229556,8.118788277
"E2F4",8.532209067,8.232228919,8.57248378,8.885160061,8.512146836,8.817287045,8.365582745,8.592060956,8.556258601,8.677728634,8.427543572
"E2F5",6.504878787,6.892684212,6.692501763,5.876463001,6.244737845,6.566488954,5.780224094,6.676470517,6.324113681,5.951650368,6.767888144
"E2F8",4.552833949,4.475028431,4.588577237,4.475155942,4.569104533,4.495966334,4.420297933,4.494031032,4.428062178,4.697275882,4.410189683
"EARS2",6.970524518,7.474311998,7.317138838,7.010783391,7.250345125,7.191570781,7.018730991,7.355383507,7.550422777,7.607918593,7.376517206
"EBF1",5.26743309,5.497576674,5.74285264,5.781892027,5.066198805,5.218584419,4.659829057,4.942871504,5.378863079,4.446699963,6.06057091
"ECHDC2",13.38424707,13.38967376,13.28216046,13.83989029,13.441134,12.91735836,13.57823608,13.63280846,13.94794803,13.57218662,13.56053225
"ECHS1",12.45845128,13.40020405,12.42708779,12.77302399,12.60695312,12.50904872,12.79360699,12.82791879,12.99807146,12.64738135,12.74487239
"ECT2",6.546428767,6.663632402,5.745604707,5.474769056,5.896756597,6.253596726,5.524065424,6.082756266,5.574222917,6.117809165,6.329329245
"EDIL3",4.565086233,4.524466667,4.485356796,4.511665312,4.559359638,4.469585275,4.468184533,4.443780039,4.632051307,4.517140264,4.408358317
"EDNRB",8.634627119,9.277933511,8.474323562,8.549050513,8.911644414,10.00505849,8.759169243,8.717519806,9.133963597,8.694060161,8.553175802
"EEF1D",11.21524785,11.02276313,11.3701911,11.3242426,11.41949993,11.40103627,10.99054973,10.7378302,11.19241826,11.07579462,11.02431169
"EEF1G",12.15670599,12.44093209,11.82118996,11.9615907,12.25333319,12.10239508,11.79308178,12.14082165,12.50597415,12.352295,12.65067967
"EFCAB11",5.872054342,6.402034074,5.736723933,5.033629885,5.871599398,5.621301639,5.96774491,5.980481357,5.923621413,6.934595787,7.276780677
"EFCAB7",5.042643729,5.656357744,4.969766416,5.025439845,5.130359938,5.450687735,4.688983001,5.380869455,5.044554721,5.000900127,5.026495614
"EFNA4",7.640303141,7.333065166,7.864687448,7.495500769,7.695281089,7.622085376,7.606727306,7.140634271,7.530996502,7.677783327,7.771502525
"EFTUD2",9.274088309,8.737270797,8.734896804,8.683939853,8.582232864,8.60281441,9.279665168,8.456888505,8.46418325,9.212415612,9.197909376
"EGFR",9.591288442,8.533799908,9.093957502,9.110694682,8.952884749,8.851642252,9.02810531,9.181626595,9.092391323,8.74602124,9.265917667
"EGR1",11.13231417,10.74597314,7.894541868,10.83904859,8.619002225,11.24160756,11.15156708,11.3701911,9.993678351,11.59041404,9.415890843
"EGR3",5.577866118,5.821060968,4.861002892,5.741737301,5.412661924,5.88540343,5.369786154,5.577866118,5.650857072,5.825355693,5.283336835
"EHD3",4.669282778,4.57829442,5.433548577,4.504771549,4.664090496,4.558205565,5.358660393,5.400520074,4.831992449,4.792280121,4.628535378
"EHHADH",9.17749263,9.724845045,9.181159017,9.519430433,9.305467868,8.897034341,9.355569283,9.885431259,10.08653318,10.34254429,10.34351871
"EIF2AK1",11.91944894,11.60354342,11.63633231,11.65430895,11.61658006,11.58847222,11.5379697,11.5307465,11.56803545,11.63105609,11.59771827
"EIF2B1",8.737270797,8.931064293,8.746479437,8.757236675,9.015404158,8.88147021,8.870749711,9.100458892,8.767782295,8.853115955,9.038370016
"EIF2B4",9.878691825,9.841422328,10.12239327,9.469101873,9.814761552,10.09349208,9.726205723,9.741661123,9.686600683,9.88385952,10.113602
"EIF2S3",10.15204325,10.45732096,9.790040853,10.28814477,9.924460192,9.960182209,10.2522325,10.00839589,10.41470192,10.2051933,10.48998154
"EIF3B",11.85731391,11.43362634,11.27188313,11.39599048,11.40801525,11.59041404,11.87186683,11.26603144,11.40423085,11.65894472,11.49035316
"EIF3D",10.72491558,10.53329922,10.76140523,10.30851592,10.72823753,10.36157856,10.81291815,10.22048375,10.60715666,10.42352236,10.30405741
"EIF3F",10.33039611,10.46714421,10.48100234,10.82116823,10.6646215,10.33811379,10.25844835,10.37038102,10.52606444,10.02028431,10.12808599
"EIF3G",10.35542051,10.60111605,10.62844607,10.34525207,10.5535261,10.20843747,10.23222608,10.36683663,10.67280114,10.26356698,10.33135146
"EIF3H",10.21619942,10.29509774,10.25122725,10.07714853,10.44275066,10.36253698,10.02657224,10.23661147,10.32512012,9.880140063,10.04461698
"EIF4A3",9.758456089,9.763961188,8.980043172,9.487336531,9.436721693,9.853545831,9.50058366,9.434467019,9.433897623,9.23749541,9.559493536
"EIF4B",11.35347994,11.41284546,11.61280516,11.61477798,11.65894472,11.35869823,11.51209793,11.34674671,11.846383,11.55684142,11.39927702
"EIF4EBP1",4.587196257,5.280020708,4.65946644,5.148649036,4.940776512,4.674335093,4.573482542,5.414230571,5.375468877,4.694928215,5.354548241
"EIF4ENIF1",7.286783583,6.863134682,7.544738481,7.135952247,7.15459071,6.934595787,7.1141925,6.885265268,7.33859382,7.145738251,7.437712025
"EIF4H",10.95565395,10.86567015,11.29935618,11.19555984,11.03999024,11.04445425,11.17267762,11.19411152,11.15018465,10.77709231,11.0094149
"EIF5B",8.319510094,8.2133194,8.46288726,8.423140104,8.346712765,8.623086735,8.338042484,8.297218379,8.25627124,8.478720065,8.365187793
"ELAVL1",6.235255461,5.655468904,5.978361867,5.936002312,6.243041096,6.198703457,6.004539092,6.549915623,5.711266752,6.034437798,5.820778577
"ELK1",8.321129371,7.896018658,8.553175802,8.009361641,8.451484679,7.915252268,8.71804698,8.14322887,8.354081518,8.931997153,8.535138222
"ELK4",5.527511588,5.423136801,5.182992752,5.257197867,4.996128537,5.453783024,5.044288578,5.480415597,5.279045486,5.348534622,5.092944352
"EMG1",8.700183961,8.55859699,8.540969252,8.784169595,8.845344758,8.423607157,8.370395696,8.813881365,8.505463872,8.702645775,8.482235447
"ENAH",6.323233451,5.862010713,5.361381929,6.202579458,6.24200797,6.680900556,5.566819134,5.601797643,5.838151526,4.765754572,5.706303538
"ENG",9.624361167,9.900359265,10.29227634,9.692912657,9.63125716,9.684684973,10.22399361,9.02810531,9.453691268,9.467132238,9.382855326
"ENO3",10.8046883,11.05889394,11.95974423,11.40423085,10.91622692,10.08420818,11.21524785,8.098780961,11.27679889,11.54562939,11.79104214
"ENOPH1",8.406348496,8.722133795,8.433419605,8.181717665,8.509001489,8.930071543,8.170822166,8.647866363,8.397094149,8.350436413,8.437145742
"ENPP2",7.726212839,10.17137085,8.94143836,8.847746389,9.575257746,9.262286944,9.057907806,9.150787595,9.056780968,9.024786484,10.61250729
"ENSA",6.515101376,6.908641697,6.780938385,6.824820359,6.35313873,7.029480019,5.995396322,6.892036086,6.776060213,7.640950447,7.526481489
"EP400",7.688423156,7.156225498,7.671210199,7.770046461,7.570434589,7.143403545,7.488941929,7.649773598,7.664984529,7.662027384,7.210367547
"EPB41L4A",4.89547546,5.038315848,5.307695762,5.447243183,4.916013397,5.562130374,5.25284715,5.213184733,5.280777112,5.111259134,5.440324613
"EPCAM",9.501840412,8.490085307,7.779796383,7.711364241,9.465880471,9.957750866,8.157119572,7.946974379,9.108992703,8.008191216,9.787482799
"EPHA2",7.040677145,6.478449331,5.566168348,6.478449331,6.044906284,8.363096005,6.737300001,6.694007924,7.007357692,6.634875979,6.532358915
"EPHA3",6.525640017,7.665353976,6.333256411,5.83366539,7.014546092,6.667325774,6.556981651,5.449599583,6.525929981,4.955872026,6.531127363
"EPHX2",9.842082944,10.62171264,10.72823753,10.69539663,10.62609825,10.67169621,10.44067709,10.88627473,10.67620225,10.72003293,10.29614202
"EPM2A",4.640208413,4.936101087,5.414230571,5.42246194,5.14780117,4.663456491,5.101484892,5.017204501,4.965178674,5.818768857,5.814981845
"ERCC3",7.449574159,7.143121966,7.487984018,7.207653678,7.384874008,7.175819531,7.286420336,7.273659213,7.518973856,7.427566304,7.52040925
"ERGIC3",11.3242426,11.20706103,11.20144968,11.28136424,11.43174505,11.02579147,11.13838925,10.99201781,11.14283199,11.34674671,11.27526152
"ERMP1",7.189624415,6.479538399,6.322674936,5.834873752,6.668242766,6.537195454,6.379948721,6.478186977,6.228559027,7.114487209,6.644540522
"ESR1",6.874243865,8.230596632,8.321507889,8.389518539,7.704332832,7.453141672,8.318543201,8.754830344,8.180866639,7.972322267,7.30809337
"ESRP1",4.450857144,4.64093217,4.450285949,4.593514512,4.506433518,4.626257734,4.471667927,4.42190991,4.676305547,4.494365897,4.540525836
"ETFDH",10.33228803,10.67856667,10.534434,10.89245766,10.36950542,10.51663647,10.49706907,11.37347211,10.97568012,9.65449513,11.09614543
"ETHE1",5.854473547,5.695411717,4.864599696,5.658488311,5.662809368,5.266334615,4.87350135,5.709752667,5.229605441,5.22312105,5.637529125
"ETS2",10.73298877,11.10622404,11.19824188,10.78409193,10.94362349,11.65268146,10.9632681,12.01976834,11.35869823,11.29935618,11.20551643
"ETV4",5.087639522,4.797273217,5.109907815,4.696279682,5.457334075,5.316804555,5.121201488,4.631619663,4.895094363,5.071122652,4.637435217
"EXO1",5.163160582,4.678841773,4.807231317,4.525336744,4.680597292,4.743002421,4.893081612,4.686773458,4.782497569,5.304942794,4.837268219
"EXOC2",7.081431013,7.543631352,7.199963713,6.611482155,7.415569936,6.999671809,7.205492224,7.244579292,7.567017746,7.374823333,7.359433875
"EXOC3L1",4.819631557,4.67527736,5.207746507,4.943334972,4.927465578,4.73872438,4.728644707,4.755602858,4.828480074,4.75047851,4.807551525
"EXOC4",6.724725941,6.247211043,6.086168565,5.865580794,5.882172772,6.129245239,6.197827983,5.953387792,6.229379512,6.16154972,6.579852296
"EXOC6B",4.651792481,4.804564398,4.649863543,4.895379534,4.9029353,5.146004694,4.900784868,4.787341156,4.694893049,5.190972339,4.848046378
"EXOSC1",9.420255168,9.825745699,9.494721497,9.774706517,9.686600683,9.483369851,9.327721992,9.401780421,9.332609337,9.521927797,9.592642846
"EXOSC10",9.304790259,9.153605771,9.013900629,9.275751182,9.246489368,9.487336531,9.176854139,8.912609099,8.894633757,9.059320721,8.890614981
"EXOSC3",8.322446189,8.2664752,8.324364634,8.2413256,8.049792433,8.396322154,7.923446943,7.824263055,7.758335117,8.130865576,7.862749998
"EXOSC4",7.825921894,7.928759232,8.096394633,7.461658211,7.989876543,7.673662503,7.655587339,7.367031538,7.579855791,7.965011467,7.831551961
"EZH1",5.073796602,5.391542396,5.264480925,5.526862733,5.277052696,4.857492979,5.037813946,5.371464065,5.302745333,4.990500169,5.055209763
"EZH2",5.166305026,5.439188996,5.125674286,4.889242078,4.967578584,5.423486029,5.343121774,5.314647812,5.024119038,5.139592651,5.360914911
"F11",8.059989544,9.321962328,8.925432751,9.185561505,8.599823115,8.794505643,8.405392214,9.442357259,9.162253686,9.376850049,9.262286944
"F3",5.717720055,5.520323857,4.614207618,4.650969657,5.709082431,6.134435607,5.568874852,4.735061958,5.702343147,4.505593867,4.582649727
"F8",6.052868279,6.936251948,7.138632319,7.568103702,7.327530002,7.36420052,7.491626383,7.437712025,6.742412353,7.1085308,5.807875356
"F9",12.54488151,11.75909982,11.79308178,12.25605668,12.25605668,11.62873611,12.57449507,13.08872561,12.03757959,12.16094008,12.33878806
"FABP5",7.626118476,8.289941115,8.229822263,7.815515283,7.150641716,8.935841403,6.975209557,6.086727541,6.534317352,7.375833541,7.33987937
"FAF1",8.560939763,8.139292585,8.219418992,8.266068854,8.167751462,8.348415502,8.652857621,8.039402536,8.167751462,8.027080373,8.311766759
"FAM120AOS",6.905192927,6.681170847,6.997318829,6.677339364,7.167307706,6.665510876,6.692786693,6.756253185,6.991775751,6.888918214,6.498638244
"FAM168A",9.061978462,8.498587761,8.608662649,8.74275648,8.885160061,8.214171963,8.976914762,8.836893977,8.671594225,8.676406787,8.721212838
"FAM168B",6.874565603,5.883082444,6.7936254,6.785715671,6.50913422,6.206808299,6.440776247,6.611759115,6.768208651,6.484044597,6.872421383
"FAM172A",8.902797675,8.646492459,8.851642252,8.929030905,8.831647092,8.42049875,8.74602124,8.377375016,8.645982666,8.420013592,8.763506862
"FAM20B",8.271821098,8.261511321,8.556806808,8.187607004,8.600737207,8.257453936,8.22552518,8.257082233,8.488248597,8.841924989,8.486534581
"FAM216A",5.865113183,6.888918214,5.863738986,6.212662572,6.193046324,6.108429266,6.228260637,6.02217525,5.986615163,6.41793212,6.958152585
"FAM220A",7.228336883,7.716862526,7.482078024,7.471536799,7.406090496,7.41670361,7.601486919,7.807566543,7.547667784,7.31877038,7.534104033
"FAM50A",10.88990602,10.9785475,10.77709231,10.20332724,10.58271427,10.903895,10.67382314,10.80356644,10.4582021,10.57763119,10.568447
"FAM83B",4.683744782,4.60192264,4.708734855,4.553764517,4.538137487,4.602499781,4.64737027,4.546727162,4.689713346,4.620048451,4.953078074
"FAM83D",4.838904618,5.261071185,4.593012429,4.576797045,4.493432963,4.456668435,4.736414839,4.811963679,4.971926903,4.707923776,5.632352066
"FAM83H",7.846603975,6.738891678,7.338270813,7.177530022,7.335444975,6.985120953,7.561686245,6.592784597,6.904916513,7.390776071,7.675363444
"FAM91A1",6.033644184,6.238337361,5.871378917,5.796086638,5.876035706,6.315551565,5.511650134,6.485214923,6.576680999,6.455384681,6.898925189
"FAM98C",6.663632402,6.468104398,6.686291051,6.897943276,7.066173965,6.061937194,6.501834467,6.722589573,6.51754518,6.481015801,6.657692893
"FANCC",6.05003686,5.719972525,5.868363541,6.34453588,6.029398481,5.572317734,6.297675227,5.936778805,5.661921124,6.002424793,6.162339391
"FANCD2",5.187874419,5.785707428,5.499402588,5.008280833,5.106869434,5.255016669,4.794209705,5.265060133,4.908057982,5.775926105,4.861126757
"FANCF",4.552035282,4.706114556,4.667670263,4.510739305,4.864190388,4.501191942,4.617962668,5.059593638,4.57001581,4.604051482,4.514339495
"FANCG",7.002190829,6.489787491,6.778659056,6.130598411,6.695598884,5.844230613,6.68839436,6.461054329,6.739487298,6.909867261,6.455384681
"FANCI",4.534812927,4.968314027,4.934177953,4.627978175,4.781045219,4.684099936,4.578938116,4.783888683,4.460642209,4.977992968,4.652345164
"FARS2",8.633299288,8.699638877,8.755814367,8.812875238,8.621745924,8.561828838,8.190491576,8.434159199,8.189281391,8.633759021,8.411184351
"FARSB",14.65498088,14.38078954,14.48579072,14.53460228,14.52325563,14.54445284,14.55595102,14.42873769,14.67969991,14.42873769,14.35779379
"FAS",5.760327287,6.770724388,6.054102601,6.109860261,5.990337211,5.943401284,6.196688168,6.558090923,6.365736012,6.199538632,6.150331055
"FASTK",8.770641238,8.896550627,8.69356364,8.544365939,8.775325482,8.64203448,8.813371197,8.616701519,8.651959124,9.317139291,9.34103682
"FASTKD3",6.16739724,6.417415364,6.160983516,6.606200163,6.524777125,6.561774058,6.625019619,7.060973458,6.464319938,6.747566542,7.299370463
"FAT4",4.818484576,4.858810221,4.890880799,4.60871094,4.76886227,4.737344717,5.497793806,4.786377661,4.823534301,4.714291549,5.124884501
"FBLIM1",5.362560469,5.070700113,4.736327322,4.837447645,5.300952261,5.201687796,4.941352685,4.863491175,5.170618871,4.922703511,5.022469762
"FBLN1",9.690360142,9.310635662,8.84670487,8.795949219,9.325578468,9.023846171,8.913140129,7.543998092,9.674770565,8.748399743,9.113962906
"FBP1",13.32023584,13.41512683,12.93576157,13.57823608,13.32023584,12.87882934,13.80449977,13.94063792,13.6203222,13.65716013,13.76277255
"FBXL18",4.605871949,4.573125108,4.58746631,4.587797549,4.808052674,4.642306774,4.666348999,4.650232805,5.040417833,4.777985899,4.697721536
"FBXO4",7.258795968,6.984852453,7.372803659,7.614162324,7.399147806,7.561686245,7.133965263,7.445361977,7.052593746,7.314489362,6.815169323
"FBXO44",5.45571566,5.75335997,5.910156564,6.073929568,5.556663759,4.986161484,5.774491933,5.688036614,5.922615318,5.97913393,6.073151852
"FBXO5",6.114072276,5.767356076,6.230496755,6.018850098,5.574670961,6.630972556,6.228846179,6.536289754,5.878704538,6.103667502,5.825576618
"FBXW2",6.381658313,6.649817693,6.655555331,6.725703718,6.558426783,6.519629341,6.55871171,6.779660997,6.366005518,7.03365628,6.975209557
"FCER1A",6.439355182,7.427262442,8.17933374,6.403771753,7.112564428,7.189322855,6.007255956,6.086998151,7.228016123,6.112743531,5.709499525
"FCGR2B",7.311009502,7.286075668,7.579084476,7.669399127,7.11612955,7.379603919,8.006293001,7.299038413,7.227684747,7.327151317,5.215291526
"FCN3",11.02579147,12.47565436,12.58696283,12.93576157,12.95913479,12.14082165,13.50696633,13.73591776,12.59979509,13.35440058,10.96882818
"FDPS",7.578378118,7.83451913,7.645371787,7.624495991,6.967691615,6.536289754,7.197919128,6.695913462,7.036277044,6.874565603,7.33102735
"FEN1",7.650111463,7.542945956,7.909316367,7.369094205,7.671567835,6.674837832,7.346489594,7.52404214,7.26169792,8.449289758,7.296287508
