"","C-1","C-2","C-3","C-4","C-5","C-6","C-7","C-8","C-9","C-10","C-11","C-12","C-13"
"FGF23",5.67712024,6.148716125,5.698350575,6.916052653,5.677540309,6.245010916,6.035016827,6.012101867,5.870407252,6.011110186,5.866606766,5.97109414,5.834632239
"FGFR4",8.636962682,8.516483978,8.894633757,7.712085007,8.852695491,8.150215649,9.03997684,9.263775794,8.973187031,8.237888257,9.03216499,8.34502823,9.070657685
"FIGNL1",6.138296608,5.857576377,6.126736689,5.474635098,5.487268109,6.215857113,5.440644004,6.039926456,5.794122282,5.78593553,5.687539257,5.953884864,6.247787122
"FKBP11",9.223435289,9.425385234,8.813371197,10.09974923,10.35721809,10.43960962,9.94429114,10.17226721,9.969340238,10.19327674,9.277933511,10.17911887,9.534083624
"FKBP1A",9.050305595,9.374228407,9.082737769,9.722119763,8.877351711,9.636780044,8.838351743,9.073635692,9.098358239,9.040422991,8.830216408,9.749488599,9.024297008
"FLAD1",8.337120818,8.572942167,8.636962682,7.914012989,8.73809871,8.181271162,8.994470545,8.797834303,8.699166839,8.533799908,8.535980985,8.52295248,8.755814367
"FNDC4",7.857738035,9.133963597,9.257784598,9.382855326,8.704954568,9.088914173,8.883628879,8.557306245,9.773345235,9.511411578,8.197136583,8.106304113,8.834141767
"FNTB",7.464474745,7.520065689,7.372453853,7.398333897,7.439452491,7.370742932,7.677783327,7.873145569,7.138007754,7.555299973,7.050387566,7.687692943,7.298671609
"FOLH1",8.14982593,8.076268272,7.687692943,6.326102867,8.01613704,7.228336883,8.033463657,7.741752014,7.912469669,7.43255475,8.01779083,7.608604586,8.347970757
"FOS",12.8975242,10.66107672,10.22790057,12.60367393,10.83787404,10.67169621,10.7575491,12.05877756,9.503115305,12.27704764,13.35896968,10.06631232,10.76609062
"FOSB",10.76373517,12.27704764,11.44431273,12.44755069,9.860882991,10.48100234,12.81748548,11.20706103,9.998110025,11.91537009,14.35779379,8.480923209,10.76496875
"FOXK1",6.87491808,6.997318829,6.921138892,7.429001526,7.6966329,6.718562757,7.650853065,6.058267419,8.274810797,6.872134238,6.549297239,6.732018712,6.641053219
"FOXM1",4.667442152,5.055282132,4.737035151,4.620880835,4.863809382,4.685092578,4.621532488,5.101484892,4.690423662,4.735082799,4.701563683,5.036231438,4.680597292
"FOXP1",5.54885167,5.533099844,5.718830036,5.372886828,5.933493,5.936475832,5.509555902,6.079295418,6.152210172,6.522820792,6.292031845,5.430993682,5.880945219
"FPR1",7.924986685,8.418194384,8.448934847,9.894265105,8.002565267,9.04720488,8.615322794,9.287484341,9.067023685,8.786403766,9.13721425,8.636483313,7.715699677
"FRAT1",6.674236162,6.837063189,6.699368986,5.116435164,6.653074409,7.532726786,7.056554019,6.245528458,6.754899126,6.732978935,7.873145569,7.053261979,7.010424729
"FRAT2",8.566185998,8.910549719,9.157825172,7.781248959,8.374733328,9.17140366,8.318084583,8.565347437,9.324357492,8.972182428,8.607489086,8.556806808,8.61986812
"FREM2",4.792037264,6.762192689,4.949635433,5.392395278,4.905154438,4.889839731,4.99314719,6.682748861,4.797595853,4.87675524,4.773968903,4.954702725,5.027836556
"FRMD6",7.735832233,7.624768742,7.591659758,8.960486917,7.79319667,8.267808466,7.606727306,8.150988296,7.861169994,8.155978492,7.3564611,7.553962413,7.177826877
"FSD1L",5.377851961,5.343752133,5.401138128,5.16158868,5.218208161,5.624844931,5.744188987,5.394916857,5.374649817,5.64561851,5.054693466,5.425151628,5.480961772
"FTCD",12.76952864,12.9282544,13.05949663,11.60535626,12.61630571,12.88625052,12.8975242,13.09268348,12.91303593,12.3678835,13.15511296,12.35519772,13.12750112
"FTL",15.30532618,15.23776273,15.09185498,15.17334396,15.36550033,15.23776273,15.26451205,15.36550033,15.15586653,15.21164625,15.17334396,15.30532618,15.30532618
"FUBP1",5.42727225,5.315107942,5.204266181,5.929667798,5.654360943,5.29084264,4.758850498,5.022936328,5.431361054,5.105873608,4.704336569,5.273458363,5.020852482
"FUS",6.088807181,5.521501499,6.167643309,5.872261755,5.729766646,4.960200009,5.076149992,6.14212916,5.897008072,5.128326843,6.081395497,6.380812446,5.709499525
"FUT4",6.486093157,6.659516616,6.068662389,7.920819745,6.567126075,6.839517038,6.382576564,6.451457337,6.596177219,6.96390817,5.86176098,7.252404188,6.235550679
"FXR1",9.149337861,8.627669188,9.155719231,8.668381723,8.729049083,8.661458749,8.967982302,8.613189769,8.347101502,8.540493693,8.931550003,8.623086735,8.526763524
"FXYD1",10.09042297,10.01797362,10.38987329,7.803029516,9.498721607,9.660552126,8.982569839,9.156279417,9.873750008,9.145400983,10.1729684,8.5860001,10.27173295
"FXYD2",7.440788888,8.249762825,7.506335768,10.22965838,7.976193238,7.939825696,9.945903341,9.571491758,8.87790076,8.585583435,7.179491233,8.532209067,7.613451424
"FYN",9.098877525,9.156797399,9.092905994,8.636962682,9.288565055,9.175704622,8.614897807,9.061471035,9.2440484,8.467811124,9.090385629,8.879350385,9.235914357
"FZD1",6.49465501,6.485782821,6.187555165,6.347867483,6.213352474,6.340565306,6.482587235,6.410375722,6.406157259,6.585518401,6.665811701,6.268004499,6.462464768
"FZD10",4.57849594,4.660789625,4.746348637,4.639753985,4.546921677,4.852661595,4.692346632,5.068884796,4.567241231,4.837381116,4.849131694,4.599356687,4.613781681
"FZD2",5.322102771,4.519862368,4.632324954,5.200137051,5.075612117,4.610028529,4.598441041,5.338978114,4.957300624,4.654869878,4.563870338,6.550835564,4.721058897
"FZD3",5.062418967,4.590001859,4.465066544,5.597362323,4.857749603,5.316057401,4.670503519,4.737166425,4.690003658,4.78357153,4.767673074,4.860095631,4.444208777
"FZD4",10.00505849,9.24354846,9.349166055,8.319510094,9.807769385,9.402401639,9.464507446,9.5037398,9.031239034,9.102099358,9.672621762,9.962768053,9.356196831
"FZD5",7.402235722,7.773573232,7.742091649,6.526781174,7.224386003,7.543998092,6.721054142,7.370742932,7.469054577,7.826304693,8.07750604,6.443720833,7.199300877
"FZD6",4.566379581,4.857371296,4.643509856,5.075541605,4.62468113,4.705289634,4.612573603,4.631144969,4.661480863,4.824795445,4.691543572,4.678653817,4.462282899
"FZD7",7.584284655,7.907398478,7.975867556,6.982455267,7.603631002,7.805729648,8.284480001,8.011412512,8.132063078,8.285318983,8.14613237,7.68735189,7.700758913
"FZD8",6.288879878,5.211791695,5.471889965,6.114944113,5.331796412,4.911786221,4.472313797,5.254071326,4.860047876,5.273757515,5.108577238,5.050924438,5.826832428
"FZD9",5.583987417,4.868116797,4.832205001,5.131741629,5.079748035,4.942593049,4.593091734,4.901083299,4.813657797,4.749961467,4.766733579,4.747012022,4.632190094
"G3BP1",7.048842609,6.73824319,7.572070832,7.138007754,6.809466752,7.143121966,7.266144403,7.193515118,6.91754109,6.917248072,7.277177856,7.172932636,6.974549166
"G6PD",7.029194753,6.991471002,7.305793236,8.003244371,7.3157363,7.267687734,7.404275606,7.160229978,7.182531356,7.402935776,7.088289705,8.155609747,7.009720881
"GAB1",4.86426504,4.618067581,4.637464258,4.964271974,4.83872597,4.945540357,4.614506155,4.505282681,4.646005108,4.918057843,4.670795897,4.811549156,4.770571218
"GABARAPL1",10.41369053,10.27033853,10.98491324,9.87296729,10.72713348,10.60310008,10.47027852,10.10229891,11.06182777,10.10963083,11.03298934,9.851211755,10.84422556
"GABPB2",12.90165276,13.18503779,12.8975242,13.16789006,13.05098981,13.3299247,13.65138404,13.43111535,13.51160177,13.66440172,13.45127798,13.42060334,13.33950589
"GADD45A",11.50282981,11.50618329,10.86322254,11.37636647,10.51451641,9.947946752,10.81425253,10.55569188,10.55569188,11.06182777,11.49418533,10.64624966,10.91971485
"GADD45B",9.371122922,10.15275626,10.54402881,10.49610767,9.271688146,9.327212675,8.843879333,10.74013914,10.66934189,10.52507956,10.27412986,8.569788724,10.19512483
"GALE",8.799216551,8.753882952,8.452312724,8.275714204,8.467811124,8.705417195,9.449948385,8.848686266,8.816812843,8.772934339,8.866443414,8.866443414,8.873279895
"GALNT10",5.929667798,5.763884646,5.501695966,6.32534882,6.291740699,5.47154141,5.291548588,5.280020708,5.063803474,5.546510545,5.102380322,6.43442119,5.526052902
"GALNT11",8.30837422,8.474803197,8.323841937,8.369532569,8.23178965,8.190491576,8.438947789,8.680109828,8.261511321,8.115619517,8.47961753,8.914620795,8.431684995
"GAS1",8.007807859,7.577370051,7.645673855,11.02130437,7.266741571,7.901666475,7.931834372,7.368406377,6.936874714,8.204778687,7.907804946,8.344166616,6.505514542
"GAS5",4.461683372,4.560117571,4.590459905,4.675523862,4.381369925,4.401249588,4.496308844,4.549971871,4.62442614,4.595814691,4.41125249,4.438521801,4.419545852
"GBAP1",8.824911449,8.661458749,8.603784191,8.772044794,8.987268612,8.828269865,8.85737216,9.217196083,8.630553535,8.955010197,8.64017614,9.276845682,9.051902519
"GCH1",8.828269865,9.305467868,9.762651308,8.833076839,8.775813638,9.289098906,8.666543772,8.682995182,8.60325685,9.454722934,9.480166604,8.645120002,9.2440484
"GCHFR",11.09190919,11.5199346,11.56604701,9.529183499,11.13838925,10.8046883,10.89864764,10.71341186,11.63460924,10.66593065,11.34972673,10.35818286,11.55308009
"GCKR",8.658185848,9.656611585,9.784635808,8.359959689,9.212415612,8.92079056,9.338556364,9.486007686,9.7409538,9.438509829,9.852836319,8.555361102,10.00574988
"GDF2",6.084249328,5.439386394,5.745604707,5.886663945,5.808787735,5.075541605,5.295346093,5.737824109,5.207746507,5.668841781,5.222727239,5.460901395,5.390709639
"GDF5",4.498350468,4.704336569,4.459133181,4.433780592,4.514762044,4.462744868,4.509893841,4.61363043,4.519120838,4.533859824,4.644441888,4.514138454,4.52309757
"GEMIN5",5.816802399,5.853985031,6.271322579,6.06057091,5.977096755,6.252267584,4.794653026,6.031598154,5.930661677,5.465115765,6.003800512,5.623162293,5.788894053
"GEMIN6",8.214171963,8.204346157,8.296489794,7.311352438,8.435071501,8.287080623,8.64696479,8.204030387,8.006293001,8.134055574,8.306606429,7.986347559,8.366437466
"GFOD2",7.471536799,8.232228919,8.458192448,7.004759005,7.132327704,8.028632562,7.934432298,8.317242299,8.684486524,7.938605991,8.285318983,7.690640251,8.546415293
"GGCT",5.378716878,5.720870039,5.973160124,5.311288038,5.719502967,5.5156581,4.716657977,5.231330678,4.928047714,5.581357939,4.557835756,5.640002838,5.034270055
"GGH",10.6646215,10.52084472,10.35818286,9.421403914,10.33714272,11.03148316,10.32419553,10.06978128,9.762651308,11.11082584,10.0494748,10.62395557,10.0487109
"GGNBP2",8.957595765,9.111214467,9.275751182,9.228305079,9.297827812,9.194047074,8.94143836,9.314787436,9.230626676,9.295119854,8.880925642,9.053051893,9.181159017
"GGPS1",8.022620045,8.088500136,7.891018716,8.14153795,7.937493984,8.168897763,7.723679517,7.956545919,7.986769761,7.898698065,7.974327165,7.973918087,7.794849654
"GGT5",6.232088352,5.714375357,5.842133919,7.566729646,6.090666261,5.988333552,6.329586371,6.267167645,5.950685757,6.60214375,5.733299113,6.677339364,5.941658084
"GHR",11.96658374,12.31409834,11.75123487,9.390061345,11.18947982,11.99242827,10.85568605,12.01759687,11.37347211,11.07706695,12.24545397,11.85911984,12.12393488
"GINS1",4.536377586,4.446224577,4.68425224,4.612421954,4.482969621,4.57367423,4.406335187,4.400890925,4.526683562,4.493916825,4.495752189,4.569225355,4.670937264
"GINS3",5.665955076,6.301912419,5.814465293,5.871842964,6.233213549,5.606447064,5.908708603,6.304657812,5.448701112,5.687112925,5.984033338,6.114944113,5.720198076
"GIT2",6.634274275,5.900321515,6.211724792,6.795150363,6.024014572,7.028560463,6.517283272,6.211149708,6.20228271,6.508812186,5.720870039,6.936610357,6.193337648
"GJB2",9.087377562,9.577307683,9.136162559,7.913610952,8.892599194,9.459709424,8.988210102,9.788038441,8.740493669,9.99019087,9.667199638,8.76729546,8.947217625
"GLOD5",6.097250269,6.704891956,6.170698354,5.245087649,6.913194255,6.18109569,6.675616623,6.037335228,5.943401284,6.628118441,6.596469651,5.697473221,6.504549405
"GLS2",10.9367143,9.953955606,10.46915341,8.509001489,10.08420818,9.674019747,10.38372757,9.370006488,9.760517574,9.230626676,10.77709231,9.313725999,10.70521102
"GLUD2",6.178848155,5.839846031,6.196974169,5.932481055,6.056946334,6.060333113,6.136690451,6.376096841,5.360571042,5.500533645,5.908708603,5.867597438,6.341683762
"GLUL",6.043111304,5.777578226,6.231852245,6.137291701,6.88380092,6.364072488,5.537034211,6.525640017,5.477559454,7.12323506,6.258419802,6.626285484,6.79482394
"GLYAT",10.69071512,11.25282947,11.24328344,7.976581671,11.02741006,10.87176583,10.67730477,10.83904859,10.77968468,10.21715697,11.15756897,10.34254429,11.268875
"GM2A",4.949306148,4.848737076,5.72954748,5.851007693,5.583057507,5.869535234,5.560219106,6.286990133,5.744188987,5.159969703,5.706303538,7.573218403,5.107332676
"GMNN",6.443438543,6.12281476,6.105401118,6.569532253,6.292862062,5.18012514,6.147097846,5.828479101,5.865858259,6.170098983,6.336371542,6.295954367,6.2100334
"GMPS",8.462076855,8.610106724,8.515168694,9.083727951,8.310926448,8.462480327,8.813371197,8.741062782,8.568045821,8.775325482,8.703088147,8.766798878,8.345857975
"GNA14",6.136978896,5.756839532,6.200878178,6.242748715,6.11440846,5.891626395,6.001189112,6.23079836,5.474769056,5.829416405,5.866848856,6.089939648,6.107050952
"GNB1",10.97568012,10.67856667,10.58936896,11.70341082,10.87428423,10.99342571,10.82116823,10.80356644,10.68209558,10.69071512,10.43960962,11.01738214,10.66107672
"GNPAT",8.179772392,8.230596632,8.113609443,7.022637925,8.091539822,7.921961477,7.819241991,7.891018716,7.927233439,7.833400073,7.889941795,8.064314554,7.86873004
"GNS",12.04428436,12.30633688,12.01759687,12.69027383,12.00619786,12.50026446,12.20467566,12.43623014,12.13556731,12.33064957,11.90859616,12.87882934,12.06116798
"GOLPH3L",7.193515118,6.249556032,6.294869685,6.111450752,6.784120378,6.081130306,6.539040108,6.657137462,5.329019704,6.061659863,6.563940083,6.50913422,6.615448946
"GOLT1B",6.110625756,5.969319246,6.58252316,6.364887297,5.890360259,6.465203188,5.162143109,5.946120882,6.154375435,5.383380904,6.455068951,6.480123869,5.663026549
"GON4L",6.765634332,6.523510226,6.60381794,6.564480101,6.652343754,6.756253185,6.406498497,7.35761318,7.357259364,6.920494918,7.232712374,7.010783391,7.016180154
"GORASP2",8.323045203,7.98318083,7.974327165,8.340614057,8.127732322,8.080684071,8.027438451,8.28872855,7.574599024,8.071877488,7.713176125,8.411573464,8.011412512
"GPAA1",8.707724179,9.326106723,8.990781685,8.113183043,8.928469676,8.565751662,9.204338267,8.380872186,9.053051893,8.426262036,9.024786484,8.640644855,9.239616032
"GPANK1",5.451185884,5.331206472,4.625760802,5.045717033,5.036682303,4.840806157,5.440942979,4.846510325,4.939873482,4.621134599,5.1532829,4.999114225,5.335760754
"GPATCH1",6.927020612,6.604734368,6.569532253,6.675379696,6.793000066,6.79886498,7.078241668,6.852596808,6.59459993,6.384915026,6.884080999,6.828046499,6.956817193
"GPC3",5.276201656,5.336952977,5.218337178,7.861937587,6.46867172,5.218071504,6.162074246,5.610361349,5.881878951,5.895497642,4.721591908,6.337767604,5.372886828
"GPD1",6.357948871,7.267041162,6.744856054,4.838337999,6.23501993,6.225263357,5.274217894,7.158818143,5.022396367,6.408331443,6.956817193,6.476322686,7.495117068
"GPHN",8.849231584,8.919189155,9.749488599,8.533799908,9.382855326,9.277933511,9.290785364,9.529783601,8.890614981,9.11231971,9.311285654,8.655983127,8.665547673
"GPM6A",7.017097941,6.395036414,6.832496398,8.142806345,5.9966808,6.369423081,5.75008447,6.328771869,6.285039586,6.475747115,6.321604827,6.066199717,6.017755367
"GPN2",7.722581495,7.987994137,7.924587912,8.526763524,7.889941795,7.886105531,8.130099659,8.385264992,8.672944493,8.08434494,7.90816553,8.280733099,8.236156919
"GPR107",4.722009218,5.008132225,4.655135239,4.639662539,4.725819997,4.615534971,4.524042428,4.626584634,4.547979518,4.599164861,4.569013047,4.741981887,4.620022593
"GPR158",4.483703136,4.554432496,5.034444722,4.379917722,4.477306274,4.519954971,4.578915756,4.504274651,4.539054127,4.569151643,4.49380996,4.410069647,4.577198921
"GPSM2",5.952159874,6.052317615,6.027845042,5.481505839,6.334090718,6.182150829,6.048740045,5.985566847,5.344952491,6.19063678,5.894452049,6.165989981,6.022415531
"GRAMD1C",6.912337939,6.481906182,6.765959021,5.265434625,5.981482276,6.219416108,6.800372266,6.484657194,6.115520354,6.041521103,6.47253119,6.19727107,6.136376368
"GRB2",8.056302152,8.2472673,8.139292585,8.690387781,8.036612704,8.666982086,8.551900865,8.243684929,8.264352099,8.296869831,8.049388661,8.367733117,7.879154212
"GREM2",8.063237985,8.671594225,9.553098611,8.048991743,8.625876337,8.698693736,8.309237433,8.18846478,9.068124272,7.879479761,8.889131768,7.575346666,7.953475233
"GSK3B",9.29459283,9.060456237,9.322588064,8.949912237,9.196295866,8.869836743,9.209968549,9.440434487,8.533401265,9.024297008,9.227213023,9.320155857,9.311285654
"GSN",7.142499018,8.496309886,7.617317157,10.11910508,8.628191926,8.019190788,7.912837827,7.900892878,8.641108792,8.17446766,7.141267543,8.780275057,9.30783978
"GSPT2",9.048290296,8.999843412,8.910549719,8.489186848,8.591115536,8.534746552,8.490877408,8.554948235,8.731374953,8.74275648,8.915620752,8.587231411,8.527647696
"GSTA1",13.76277255,13.58877583,13.90041796,9.92962314,13.58368027,13.11919711,12.72121247,13.35440058,13.18040021,12.70396736,13.24108346,13.03918142,13.73591776
"GSTA2",13.27330599,13.54918483,13.92528273,9.37525615,13.36997791,12.93923195,13.18040021,12.49219165,12.90165276,12.04036229,13.50109383,12.77302399,13.62633342
"GSTA3",5.866848856,5.647795779,6.494048044,4.784294181,6.129525746,5.213843957,6.351947815,5.533099844,5.244034868,4.688484755,6.254121978,5.218337178,6.76248545
"GSTA4",7.575959347,7.600425832,7.422658691,6.764664673,7.340843288,6.872421383,6.324692846,6.350826855,6.13155814,6.20398052,7.441531716,7.481060727,7.44471866
"GSTA5",8.116040302,8.482235447,9.06095764,4.919647598,8.744175517,7.5230267,8.531747468,8.319197561,8.053660093,6.658335472,9.103142548,8.661031502,9.474607534
"GSTM1",13.65138404,13.90982983,13.86142442,11.99675923,13.24494061,10.50829219,10.34983901,14.14098906,10.2846831,13.46218989,9.977163629,13.35440058,10.24593026
"GSTM2",13.65138404,13.90982983,13.86142442,11.99675923,13.24494061,10.50829219,10.34983901,14.14098906,10.2846831,13.46218989,9.977163629,13.35440058,10.24593026
"GSTM3",7.383165777,6.797944267,6.746074419,8.700712897,8.50453482,6.729492956,6.231580227,6.380213614,7.335444975,7.870749419,7.240342499,7.718531172,7.181164764
"GSTM4",6.627207947,6.832159596,7.288609858,6.071227175,6.528520237,6.461592565,5.609936883,6.975969441,5.756624869,6.760027104,6.386054039,5.771844286,6.178040251
"GSTM5",5.193756221,5.002359661,5.373522992,6.643228063,5.501695966,4.535917973,4.675209605,4.724161737,4.730024255,4.749244515,4.870465711,5.212796045,4.750457597
